# Characters data/qieyun_mc.tsv cannot read, and WHY. MISSING.md M-2.
# data/qieyun_mc.tsv itself is NOT modified: the CC0 original stays
# byte-identical and re-derivable, and this file sits beside it.
#
# THE MECHANISM, from the upstream source rather than from inference:
# nk2028/qieyun-data's 韻書/廣韻.csv prints 䰟 as the 字頭 of 小韻 483, whose
# 韻目原貌 is 魂. The rhyme group is NAMED 魂 and 魂 is never a headword in it,
# so 477 characters carry 魂 as their label and the character itself cannot be
# looked up. The extraction is faithful; the rime book is keyed on its own
# orthographic norm and a Song lyric is not.
#
# relation -- and this column is the whole point of the file. A refusal rate
# is uninterpretable until its causes are separated (doctrine 79, one layer
# down from the sonnet battery's):
#   異體  a variant of this character IS in the table. Read `target` instead.
#         An INGESTION defect, and it is now fixed.
#   簡化  a 1956 simplified form. `target` is what it simplifies. NOT mapped:
#         M-2 measured that resolving these silently returns a different
#         word's rhyme wherever the reform merged two Middle Chinese words.
#         A refusal, and its cause is the SCRIPT.
#   後起  no 廣韻 headword and no warranted 異體, but present in the
#         平水韻/詞林正韻 tables. A refusal, and it is CORRECT: the rime book
#         does not contain this graph.
#   混同  the character READS -- it is in the table -- but it doubles as the
#         simplification of `target`, so in a simplified text the reading
#         returned may be a different word's. Not a refusal: a hazard, and
#         the reason OpenCC is not the fix (M-2).
#
# WITNESSES for every 異體 row, and the standard is two:
#   PROPOSER  unicode-org/unihan-database, Unicode License v3 (redistribution
#             granted; this notice is the (b) route). kSemanticVariant,
#             kSpecializedSemanticVariant, kZVariant, read in both directions.
#   FILTER    hulbji/couyun (MIT): the pair must share a (聲, 平水韻部,
#             詞林韻部). This is not "these are the same character" -- it is
#             the predicate the module actually needs (doctrine 60):
#             substituting one for the other CANNOT change the verdict
#             ltc.rhymes gives at 平水韻 or 詞林正韻 granularity, because both
#             sit in the same cell of both standards. At RAW Qieyun
#             granularity it warrants nothing, so readings() marks every
#             substituted reading with `via` and rhyme_keys(standard='qieyun')
#             can be told apart from the two grouped standards.
#   Where Unihan proposes two targets that couyun places in different cells,
#   the row is REFUSED rather than resolved by a tie-break (doctrine 66).
#   The 19 pairs MISSING.md M-2 names are entered FIRST, with their named
#   target, so this file can be read against the register entry that motivated
#   it; 11 of the 19 are also proposed mechanically, and every one of the 19
#   is warranted by couyun.
char	relation	target	target_readings	witnesses
钶	簡化	鈳	歌平	Unihan kTraditionalVariant
钷	簡化	鉕		Unihan kTraditionalVariant
钸	簡化	鈽		Unihan kTraditionalVariant
钹	簡化	鈸	寒入	Unihan kTraditionalVariant
钺	簡化	鉞	元入	Unihan kTraditionalVariant
钻	簡化	鑽	寒去|寒平	Unihan kTraditionalVariant
钾	簡化	鉀	談入|銜入	Unihan kTraditionalVariant
钿	簡化	鈿	先去|先平	Unihan kTraditionalVariant
铀	簡化	鈾		Unihan kTraditionalVariant
铁	簡化	鐵	先入	Unihan kTraditionalVariant
铂	簡化	鉑		Unihan kTraditionalVariant
铃	簡化	鈴	青平	Unihan kTraditionalVariant
铄	簡化	鑠	陽入	Unihan kTraditionalVariant
铅	簡化	鉛	仙平	Unihan kTraditionalVariant
铆	簡化	鉚		Unihan kTraditionalVariant
铇	簡化	鉋	肴去|肴平	Unihan kTraditionalVariant
铈	簡化	鈰		Unihan kTraditionalVariant
铉	簡化	鉉	先上	Unihan kTraditionalVariant
铊	簡化	鉈	支平|麻平	Unihan kTraditionalVariant
铋	簡化	鉍	眞入|脂去	Unihan kTraditionalVariant
铌	簡化	鈮		Unihan kTraditionalVariant
铍	簡化	鈹	支平	Unihan kTraditionalVariant
铎	簡化	鐸	唐入	Unihan kTraditionalVariant
铏	簡化	鉶	青平	Unihan kTraditionalVariant
铒	簡化	鉺		Unihan kTraditionalVariant
铓	簡化	鋩	陽平	Unihan kTraditionalVariant
铔	簡化	錏	麻平	Unihan kTraditionalVariant
铗	簡化	鋏	添入	Unihan kTraditionalVariant
铘	簡化	鋣		Unihan kTraditionalVariant
铙	簡化	鐃	肴平	Unihan kTraditionalVariant
铚	簡化	銍	眞入	Unihan kTraditionalVariant
铛	簡化	鐺	唐平|庚平	Unihan kTraditionalVariant
铜	簡化	銅	東平	Unihan kTraditionalVariant
铝	簡化	鋁		Unihan kTraditionalVariant
铠	簡化	鎧	咍上|咍去	Unihan kTraditionalVariant
铡	簡化	鍘		Unihan kTraditionalVariant
铢	簡化	銖	虞平	Unihan kTraditionalVariant
铣	簡化	銑	先上	Unihan kTraditionalVariant
铤	簡化	鋌	青上	Unihan kTraditionalVariant
铦	簡化	銛	寒入|添上|鹽平	Unihan kTraditionalVariant
铧	簡化	鏵	麻平	Unihan kTraditionalVariant
铨	簡化	銓	仙平	Unihan kTraditionalVariant
铩	簡化	鎩	山入|皆去|祭去	Unihan kTraditionalVariant
铪	簡化	鉿	覃入	Unihan kTraditionalVariant
铫	簡化	銚	宵平|蕭去|蕭平	Unihan kTraditionalVariant
铬	簡化	鉻	唐入|庚入	Unihan kTraditionalVariant
铭	簡化	銘	青平	Unihan kTraditionalVariant
铮	簡化	錚	耕平	Unihan kTraditionalVariant
铰	簡化	鉸	肴上|肴去|肴平	Unihan kTraditionalVariant
铲	簡化	鏟	刪去|山上	Unihan kTraditionalVariant
铳	簡化	銃	東去	Unihan kTraditionalVariant
银	簡化	銀	眞平	Unihan kTraditionalVariant
铷	簡化	銣		Unihan kTraditionalVariant
铸	簡化	鑄	虞去	Unihan kTraditionalVariant
铺	簡化	鋪	模去|模平|虞平	Unihan kTraditionalVariant
铻	簡化	鋙	魚上|魚平	Unihan kTraditionalVariant
链	簡化	鏈	仙平	Unihan kTraditionalVariant
铿	簡化	鏗	耕平	Unihan kTraditionalVariant
销	簡化	銷	宵平	Unihan kTraditionalVariant
锁	簡化	鎖	歌上	Unihan kTraditionalVariant
锃	簡化	鋥	庚去	Unihan kTraditionalVariant
锄	簡化	鋤	魚平	Unihan kTraditionalVariant
锅	簡化	鍋	歌平	Unihan kTraditionalVariant
锈	簡化	銹鏽		Unihan kTraditionalVariant
锉	簡化	銼	東入|歌去|歌平	Unihan kTraditionalVariant
锊	簡化	鋝	仙入	Unihan kTraditionalVariant
锋	簡化	鋒	鍾平	Unihan kTraditionalVariant
锌	簡化	鋅		Unihan kTraditionalVariant
锏	簡化	鐧	刪去	Unihan kTraditionalVariant
锐	簡化	銳鋭		Unihan kTraditionalVariant
锑	簡化	銻	齊平	Unihan kTraditionalVariant
锒	簡化	鋃	唐平	Unihan kTraditionalVariant
锓	簡化	鋟	侵上|鹽平	Unihan kTraditionalVariant
锔	簡化	鋦	鍾入	Unihan kTraditionalVariant
锕	簡化	錒		Unihan kTraditionalVariant
锖	簡化	錆		Unihan kTraditionalVariant
锗	簡化	鍺	歌上	Unihan kTraditionalVariant
错	簡化	錯	唐入|模去	Unihan kTraditionalVariant
锚	簡化	錨		Unihan kTraditionalVariant
锛	簡化	錛		Unihan kTraditionalVariant
锜	簡化	錡	支上|支平	Unihan kTraditionalVariant
锞	簡化	錁		Unihan kTraditionalVariant
锟	簡化	錕	魂上|魂平	Unihan kTraditionalVariant
锠	簡化	錩		Unihan kTraditionalVariant
锡	簡化	錫	青入	Unihan kTraditionalVariant
锢	簡化	錮	模去	Unihan kTraditionalVariant
锣	簡化	鑼	歌平	Unihan kTraditionalVariant
锤	簡化	錘	支去|支平	Unihan kTraditionalVariant
锥	簡化	錐	脂平	Unihan kTraditionalVariant
锦	簡化	錦	侵上	Unihan kTraditionalVariant
锧	簡化	鑕	眞入	Unihan kTraditionalVariant
锨	簡化	鍁		Unihan kTraditionalVariant
锩	簡化	錈		Unihan kTraditionalVariant
锫	簡化	錇		Unihan kTraditionalVariant
锬	簡化	錟	談平	Unihan kTraditionalVariant
锭	簡化	錠	青去	Unihan kTraditionalVariant
键	簡化	鍵	仙上|仙平|元上	Unihan kTraditionalVariant
锯	簡化	鋸	魚去	Unihan kTraditionalVariant
锱	簡化	錙	之平	Unihan kTraditionalVariant
锲	簡化	鍥	先入	Unihan kTraditionalVariant
锳	簡化	鍈		Unihan kTraditionalVariant
锴	簡化	鍇	皆上|皆平	Unihan kTraditionalVariant
锵	簡化	鏘	陽平	Unihan kTraditionalVariant
锶	簡化	鍶		Unihan kTraditionalVariant
锷	簡化	鍔	唐入	Unihan kTraditionalVariant
锸	簡化	鍤	咸入|鹽入	Unihan kTraditionalVariant
锹	簡化	鍬		Unihan kTraditionalVariant
锺	簡化	鍾	鍾平	Unihan kTraditionalVariant
锻	簡化	鍛	寒去	Unihan kTraditionalVariant
锼	簡化	鎪	尤平	Unihan kTraditionalVariant
锽	簡化	鍠	庚平	Unihan kTraditionalVariant
锾	簡化	鍰	刪平	Unihan kTraditionalVariant
镀	簡化	鍍	模去|模平	Unihan kTraditionalVariant
镂	簡化	鏤	侯去|虞平	Unihan kTraditionalVariant
镃	簡化	鎡	之平	Unihan kTraditionalVariant
镆	簡化	鏌	唐入	Unihan kTraditionalVariant
镇	簡化	鎮	眞去|眞平	Unihan kTraditionalVariant
镈	簡化	鎛	唐入	Unihan kTraditionalVariant
镉	簡化	鎘	青入	Unihan kTraditionalVariant
镊	簡化	鑷	鹽入	Unihan kTraditionalVariant
镌	簡化	鎸鐫		Unihan kTraditionalVariant
镏	簡化	鎦	尤平	Unihan kTraditionalVariant
镐	簡化	鎬	豪上	Unihan kTraditionalVariant
镑	簡化	鎊	唐平	Unihan kTraditionalVariant
镒	簡化	鎰	眞入	Unihan kTraditionalVariant
镔	簡化	鑌	眞平	Unihan kTraditionalVariant
镕	簡化	鎔	鍾平	Unihan kTraditionalVariant
镖	簡化	鏢	宵平	Unihan kTraditionalVariant
镗	簡化	鏜	唐平	Unihan kTraditionalVariant
镘	簡化	鏝	寒去|寒平	Unihan kTraditionalVariant
镛	簡化	鏞	鍾平	Unihan kTraditionalVariant
镜	簡化	鏡	庚去	Unihan kTraditionalVariant
镝	簡化	鏑	青入	Unihan kTraditionalVariant
镞	簡化	鏃	東入	Unihan kTraditionalVariant
镟	簡化	鏇	仙去|仙平	Unihan kTraditionalVariant
镠	簡化	鏐	尤平|幽平	Unihan kTraditionalVariant
镡	簡化	鐔	侵平|覃平	Unihan kTraditionalVariant
镢	簡化	鐝		Unihan kTraditionalVariant
镣	簡化	鐐	蕭去|蕭平	Unihan kTraditionalVariant
镤	簡化	鏷	冬入	Unihan kTraditionalVariant
镦	簡化	鐓	灰去	Unihan kTraditionalVariant
镧	簡化	鑭	寒去	Unihan kTraditionalVariant
镩	簡化	鑹	寒去	Unihan kTraditionalVariant
镪	簡化	鏹	陽上	Unihan kTraditionalVariant
镫	簡化	鐙	登去	Unihan kTraditionalVariant
镬	簡化	鑊	唐入	Unihan kTraditionalVariant
镭	簡化	鐳	灰平	Unihan kTraditionalVariant
镮	簡化	鐶	刪平	Unihan kTraditionalVariant
镯	簡化	鐲	江入|鍾入	Unihan kTraditionalVariant
镰	簡化	鐮	鹽平	Unihan kTraditionalVariant
镳	簡化	鑣	宵平	Unihan kTraditionalVariant
镴	簡化	鑞	談入	Unihan kTraditionalVariant
镵	簡化	鑱	銜去|銜平	Unihan kTraditionalVariant
镶	簡化	鑲	陽平	Unihan kTraditionalVariant
镸	後起			no 廣韻 headword; in couyun 平水韻
镹	後起			no 廣韻 headword; in couyun 平水韻
镼	後起			no 廣韻 headword; in couyun 平水韻
长	簡化	長	陽上|陽去|陽平	Unihan kTraditionalVariant
閁	後起			no 廣韻 headword; in couyun 平水韻
閂	後起			no 廣韻 headword; in couyun 平水韻
閄	後起			no 廣韻 headword; in couyun 平水韻
閅	後起			no 廣韻 headword; in couyun 平水韻
閆	異體	閻	鹽平	Unihan+couyun
閑	異體	閒	山平	couyun
閕	後起			no 廣韻 headword; in couyun 平水韻
閗	後起			no 廣韻 headword; in couyun 平水韻
閙	異體	鬧	肴去	Unihan+couyun
閚	後起			no 廣韻 headword; in couyun 平水韻
閠	後起			no 廣韻 headword; in couyun 平水韻
閦	後起			no 廣韻 headword; in couyun 平水韻
閧	異體	鬨	東去|江去	Unihan+couyun
閮	後起			no 廣韻 headword; in couyun 平水韻
閯	後起			no 廣韻 headword; in couyun 平水韻
閲	後起			no 廣韻 headword; in couyun 平水韻
閳	後起			no 廣韻 headword; in couyun 平水韻
閴	後起			no 廣韻 headword; in couyun 平水韻
閸	後起			no 廣韻 headword; in couyun 平水韻
閺	後起			no 廣韻 headword; in couyun 平水韻
閿	後起			no 廣韻 headword; in couyun 平水韻
闀	後起			no 廣韻 headword; in couyun 平水韻
闁	後起			no 廣韻 headword; in couyun 平水韻
闂	後起			no 廣韻 headword; in couyun 平水韻
闆	後起			no 廣韻 headword; in couyun 平水韻
闗	異體	関	刪平	Unihan+couyun
闘	後起			no 廣韻 headword; in couyun 平水韻
闝	後起			no 廣韻 headword; in couyun 平水韻
闦	後起			no 廣韻 headword; in couyun 平水韻
门	異體	門	魂平	Unihan+couyun
闩	簡化	閂		Unihan kTraditionalVariant
闪	簡化	閃	鹽上|鹽去	Unihan kTraditionalVariant
闫	簡化	閆		Unihan kTraditionalVariant
闬	簡化	閈	寒去	Unihan kTraditionalVariant
闭	簡化	閉	先入|齊去	Unihan kTraditionalVariant
问	簡化	問	文去	Unihan kTraditionalVariant
闯	簡化	闖	侵去	Unihan kTraditionalVariant
闰	簡化	閏	眞去	Unihan kTraditionalVariant
闱	簡化	闈	微平	Unihan kTraditionalVariant
闲	簡化	閑閒		Unihan kTraditionalVariant
闳	簡化	閎	耕平	Unihan kTraditionalVariant
间	簡化	間	山去|山平	Unihan kTraditionalVariant
闵	簡化	閔	眞上	Unihan kTraditionalVariant
闶	簡化	閌	唐去	Unihan kTraditionalVariant
闷	簡化	悶	魂去	Unihan kTraditionalVariant
闸	簡化	閘	談入|銜入	Unihan kTraditionalVariant
闹	簡化	鬧	肴去	Unihan kTraditionalVariant
闺	簡化	閨	齊平	Unihan kTraditionalVariant
闻	簡化	聞	文去|文平	Unihan kTraditionalVariant
闼	簡化	闥	寒入	Unihan kTraditionalVariant
闽	簡化	閩	文平|眞平	Unihan kTraditionalVariant
闾	簡化	閭	魚平	Unihan kTraditionalVariant
闿	簡化	闓	咍上|咍去	Unihan kTraditionalVariant
阀	簡化	閥	元入	Unihan kTraditionalVariant
阁	簡化	閣	唐入	Unihan kTraditionalVariant
阂	簡化	閡	咍去	Unihan kTraditionalVariant
阃	簡化	閫	魂上	Unihan kTraditionalVariant
阄	簡化	鬮	尤平|幽上	Unihan kTraditionalVariant
阅	簡化	閱閲		Unihan kTraditionalVariant
阆	簡化	閬	唐去|唐平	Unihan kTraditionalVariant
阇	簡化	闍	模平|麻平	Unihan kTraditionalVariant
阈	簡化	閾	蒸入	Unihan kTraditionalVariant
阉	簡化	閹	鹽上|鹽平	Unihan kTraditionalVariant
阊	簡化	閶	陽平	Unihan kTraditionalVariant
阋	簡化	鬩	青入	Unihan kTraditionalVariant
阌	簡化	閿		Unihan kTraditionalVariant
阍	簡化	閽	魂平	Unihan kTraditionalVariant
阎	簡化	閻	鹽平	Unihan kTraditionalVariant
阏	簡化	閼	仙平|元入|先平|寒入	Unihan kTraditionalVariant
阐	簡化	闡	仙上	Unihan kTraditionalVariant
阑	簡化	闌	寒平	Unihan kTraditionalVariant
阒	簡化	闃	青入	Unihan kTraditionalVariant
阓	簡化	闠	灰去	Unihan kTraditionalVariant
阔	簡化	闊	寒入	Unihan kTraditionalVariant
阕	簡化	闋	先入	Unihan kTraditionalVariant
阖	簡化	闔	談入	Unihan kTraditionalVariant
阗	簡化	闐	先去|先平	Unihan kTraditionalVariant
阘	簡化	闒	談入	Unihan kTraditionalVariant
阙	簡化	闕	元入	Unihan kTraditionalVariant
阚	簡化	闞	談去|銜去	Unihan kTraditionalVariant
阛	簡化	闤	刪平	Unihan kTraditionalVariant
阝	異體	阜	尤上	Unihan+couyun
队	簡化	隊	灰去	Unihan kTraditionalVariant
阢	後起			no 廣韻 headword; in couyun 平水韻
阣	後起			no 廣韻 headword; in couyun 平水韻
阥	後起			no 廣韻 headword; in couyun 平水韻
阦	後起			no 廣韻 headword; in couyun 平水韻
阨	異體	阸	佳去|耕入	Unihan+couyun
阩	後起			no 廣韻 headword; in couyun 平水韻
阫	後起			no 廣韻 headword; in couyun 平水韻
阭	後起			no 廣韻 headword; in couyun 平水韻
阳	異體	陽	陽平	Unihan+couyun
阴	異體	陰	侵平	Unihan+couyun
阵	簡化	陣	眞去	Unihan kTraditionalVariant
阶	簡化	階	皆平	Unihan kTraditionalVariant
阷	後起			no 廣韻 headword; in couyun 平水韻
陁	異體	陀	歌平	Unihan+couyun
陃	後起			no 廣韻 headword; in couyun 平水韻
际	簡化	际際		Unihan kTraditionalVariant
陆	簡化	陸	東入	Unihan kTraditionalVariant
陇	簡化	隴	鍾上	Unihan kTraditionalVariant
陈	簡化	陳	眞去|眞平	Unihan kTraditionalVariant
陉	簡化	陘	青平	Unihan kTraditionalVariant
陏	後起			no 廣韻 headword; in couyun 平水韻
陕	簡化	陝	鹽上	Unihan kTraditionalVariant
陥	後起			no 廣韻 headword; in couyun 平水韻
陧	混同	隉		Unihan kTraditionalVariant
陨	簡化	隕	眞上	Unihan kTraditionalVariant
险	簡化	險	鹽上	Unihan kTraditionalVariant
陱	後起			no 廣韻 headword; in couyun 平水韻
陹	後起			no 廣韻 headword; in couyun 平水韻
険	後起			no 廣韻 headword; in couyun 平水韻
隀	後起			no 廣韻 headword; in couyun 平水韻
隁	後起			no 廣韻 headword; in couyun 平水韻
隂	異體	陰	侵平	Unihan+couyun
隉	後起			no 廣韻 headword; in couyun 平水韻
随	簡化	随隨		Unihan kTraditionalVariant
隐	簡化	隐隱		Unihan kTraditionalVariant
隝	後起			no 廣韻 headword; in couyun 平水韻
隞	後起			no 廣韻 headword; in couyun 平水韻
隟	後起			no 廣韻 headword; in couyun 平水韻
隠	後起			no 廣韻 headword; in couyun 平水韻
隢	後起			no 廣韻 headword; in couyun 平水韻
隣	異體	鄰	眞平	Unihan+couyun
隦	後起			no 廣韻 headword; in couyun 平水韻
隫	後起			no 廣韻 headword; in couyun 平水韻
隬	後起			no 廣韻 headword; in couyun 平水韻
隭	後起			no 廣韻 headword; in couyun 平水韻
隯	後起			no 廣韻 headword; in couyun 平水韻
隲	異體	騭	眞入	Unihan+couyun
隶	混同	隶隸		Unihan kTraditionalVariant
隽	混同	隽雋		Unihan kTraditionalVariant
难	異體	難	寒去|寒平	Unihan+couyun
雏	簡化	雛	虞平	Unihan kTraditionalVariant
雑	後起			no 廣韻 headword; in couyun 平水韻
雟	後起			no 廣韻 headword; in couyun 平水韻
雠	簡化	讎	尤平	Unihan kTraditionalVariant
雡	後起			no 廣韻 headword; in couyun 平水韻
雤	後起			no 廣韻 headword; in couyun 平水韻
雦	後起			no 廣韻 headword; in couyun 平水韻
雧	後起			no 廣韻 headword; in couyun 平水韻
雫	後起			no 廣韻 headword; in couyun 平水韻
雬	後起			no 廣韻 headword; in couyun 平水韻
雮	後起			no 廣韻 headword; in couyun 平水韻
雳	簡化	靂	青入	Unihan kTraditionalVariant
雵	後起			no 廣韻 headword; in couyun 平水韻
雸	後起			no 廣韻 headword; in couyun 平水韻
雼	後起			no 廣韻 headword; in couyun 平水韻
雽	後起			no 廣韻 headword; in couyun 平水韻
雾	簡化	霧	虞去	Unihan kTraditionalVariant
雿	後起			no 廣韻 headword; in couyun 平水韻
霁	簡化	霽	齊去	Unihan kTraditionalVariant
霉	簡化	霉黴		Unihan kTraditionalVariant
霊	後起			no 廣韻 headword; in couyun 平水韻
霌	後起			no 廣韻 headword; in couyun 平水韻
霐	後起			no 廣韻 headword; in couyun 平水韻
霒	後起			no 廣韻 headword; in couyun 平水韻
霕	後起			no 廣韻 headword; in couyun 平水韻
霘	後起			no 廣韻 headword; in couyun 平水韻
霟	後起			no 廣韻 headword; in couyun 平水韻
霡	異體	霢	耕入	Unihan+couyun
霥	後起			no 廣韻 headword; in couyun 平水韻
霨	後起			no 廣韻 headword; in couyun 平水韻
霬	後起			no 廣韻 headword; in couyun 平水韻
霭	簡化	靄	寒入|泰去	Unihan kTraditionalVariant
霮	後起			no 廣韻 headword; in couyun 平水韻
霯	後起			no 廣韻 headword; in couyun 平水韻
霴	後起			no 廣韻 headword; in couyun 平水韻
霷	後起			no 廣韻 headword; in couyun 平水韻
霺	後起			no 廣韻 headword; in couyun 平水韻
靁	後起			no 廣韻 headword; in couyun 平水韻
靇	後起			no 廣韻 headword; in couyun 平水韻
靊	後起			no 廣韻 headword; in couyun 平水韻
靋	後起			no 廣韻 headword; in couyun 平水韻
靌	後起			no 廣韻 headword; in couyun 平水韻
靑	後起			no 廣韻 headword; in couyun 平水韻
靓	簡化	靚	清去	Unihan kTraditionalVariant
靔	後起			no 廣韻 headword; in couyun 平水韻
靕	後起			no 廣韻 headword; in couyun 平水韻
靗	後起			no 廣韻 headword; in couyun 平水韻
静	簡化	静靜		Unihan kTraditionalVariant
靛	後起			no 廣韻 headword; in couyun 平水韻
靝	異體	天	先平	Unihan+couyun
靟	後起			no 廣韻 headword; in couyun 平水韻
面	混同	面麵		Unihan kTraditionalVariant
靣	後起			no 廣韻 headword; in couyun 平水韻
靥	簡化	靨	鹽入	Unihan kTraditionalVariant
靭	異體	韌	眞去	Unihan+couyun
靱	後起			no 廣韻 headword; in couyun 平水韻
靵	後起			no 廣韻 headword; in couyun 平水韻
鞊	後起			no 廣韻 headword; in couyun 平水韻
鞍	異體	鞌	寒平	Unihan+couyun
鞑	簡化	韃		Unihan kTraditionalVariant
鞒	簡化	鞽	宵平	Unihan kTraditionalVariant
鞖	後起			no 廣韻 headword; in couyun 平水韻
鞗	後起			no 廣韻 headword; in couyun 平水韻
鞛	後起			no 廣韻 headword; in couyun 平水韻
鞝	後起			no 廣韻 headword; in couyun 平水韻
鞟	異體	鞹	唐入	Unihan+couyun
鞩	後起			no 廣韻 headword; in couyun 平水韻
鞯	簡化	韉	先平	Unihan kTraditionalVariant
鞱	後起			no 廣韻 headword; in couyun 平水韻
鞲	異體	韝	侯平	Unihan+couyun
鞸	後起			no 廣韻 headword; in couyun 平水韻
鞺	後起			no 廣韻 headword; in couyun 平水韻
韀	後起			no 廣韻 headword; in couyun 平水韻
韃	後起			no 廣韻 headword; in couyun 平水韻
韊	後起			no 廣韻 headword; in couyun 平水韻
韑	後起			no 廣韻 headword; in couyun 平水韻
韚	後起			no 廣韻 headword; in couyun 平水韻
韥	後起			no 廣韻 headword; in couyun 平水韻
韦	簡化	韋	微平	Unihan kTraditionalVariant
韧	簡化	韌	眞去	Unihan kTraditionalVariant
韨	簡化	韍	文入	Unihan kTraditionalVariant
韩	簡化	韓	寒平	Unihan kTraditionalVariant
韪	簡化	韙	微上	Unihan kTraditionalVariant
韫	簡化	韞	文上|魂平	Unihan kTraditionalVariant
韬	簡化	韜	豪平	Unihan kTraditionalVariant
韮	異體	韭	尤上	Unihan+couyun
韯	後起			no 廣韻 headword; in couyun 平水韻
韲	後起			no 廣韻 headword; in couyun 平水韻
韵	異體	韻	文去	Unihan+couyun
韷	後起			no 廣韻 headword; in couyun 平水韻
韼	後起			no 廣韻 headword; in couyun 平水韻
頉	後起			no 廣韻 headword; in couyun 平水韻
頙	後起			no 廣韻 headword; in couyun 平水韻
頚	後起			no 廣韻 headword; in couyun 平水韻
頥	後起			no 廣韻 headword; in couyun 平水韻
頬	後起			no 廣韻 headword; in couyun 平水韻
頱	後起			no 廣韻 headword; in couyun 平水韻
頳	後起			no 廣韻 headword; in couyun 平水韻
頴	異體	穎	清上	Unihan+couyun
頺	後起			no 廣韻 headword; in couyun 平水韻
頼	異體	賴	泰去	Unihan+couyun
頽	後起			no 廣韻 headword; in couyun 平水韻
頾	後起			no 廣韻 headword; in couyun 平水韻
顂	後起			no 廣韻 headword; in couyun 平水韻
顃	後起			no 廣韻 headword; in couyun 平水韻
顊	後起			no 廣韻 headword; in couyun 平水韻
顔	後起			no 廣韻 headword; in couyun 平水韻
顕	異體	顯	先上	Unihan+couyun
顚	後起			no 廣韻 headword; in couyun 平水韻
顜	後起			no 廣韻 headword; in couyun 平水韻
顭	後起			no 廣韻 headword; in couyun 平水韻
页	簡化	頁	先入	Unihan kTraditionalVariant
顶	簡化	頂	青上	Unihan kTraditionalVariant
顷	簡化	頃	清上|清平	Unihan kTraditionalVariant
顸	簡化	頇	寒入|寒去|寒平	Unihan kTraditionalVariant
项	簡化	項	江上	Unihan kTraditionalVariant
顺	簡化	順	眞去	Unihan kTraditionalVariant
须	簡化	須鬚		Unihan kTraditionalVariant
顼	簡化	頊	鍾入	Unihan kTraditionalVariant
顽	簡化	頑	刪平	Unihan kTraditionalVariant
顾	簡化	顧	模去	Unihan kTraditionalVariant
顿	簡化	頓	魂去	Unihan kTraditionalVariant
颀	簡化	頎	微平	Unihan kTraditionalVariant
颁	簡化	頒	刪平|文平	Unihan kTraditionalVariant
颂	簡化	頌	鍾去|鍾平	Unihan kTraditionalVariant
颃	簡化	頏	唐去|唐平	Unihan kTraditionalVariant
预	簡化	預	魚去	Unihan kTraditionalVariant
颅	簡化	顱	模平	Unihan kTraditionalVariant
领	簡化	領	清上	Unihan kTraditionalVariant
颇	簡化	頗	歌上|歌去|歌平	Unihan kTraditionalVariant
颈	簡化	頸	清上|清平	Unihan kTraditionalVariant
颉	簡化	頡	先入|山入	Unihan kTraditionalVariant
颊	簡化	頰	添入	Unihan kTraditionalVariant
颋	簡化	頲	青上	Unihan kTraditionalVariant
颌	簡化	頜	覃上|覃入	Unihan kTraditionalVariant
颍	簡化	潁	清上	Unihan kTraditionalVariant
颎	簡化	熲	青上	Unihan kTraditionalVariant
颏	簡化	頦	咍上|咍平	Unihan kTraditionalVariant
颐	簡化	頤	之平	Unihan kTraditionalVariant
频	簡化	頻	眞平	Unihan kTraditionalVariant
颒	簡化	頮	灰去	Unihan kTraditionalVariant
颓	簡化	頹頽		Unihan kTraditionalVariant
颔	簡化	頷	覃上|覃平	Unihan kTraditionalVariant
颕	簡化	頴		Unihan kTraditionalVariant
颖	簡化	穎	清上	Unihan kTraditionalVariant
颗	簡化	顆	歌上	Unihan kTraditionalVariant
题	簡化	題	齊去|齊平	Unihan kTraditionalVariant
颙	簡化	顒	鍾平	Unihan kTraditionalVariant
颚	簡化	顎	唐入	Unihan kTraditionalVariant
颛	簡化	顓	仙平	Unihan kTraditionalVariant
颜	簡化	顏顔		Unihan kTraditionalVariant
额	簡化	額	庚入	Unihan kTraditionalVariant
颞	簡化	顳	鹽入	Unihan kTraditionalVariant
颟	簡化	顢	寒平	Unihan kTraditionalVariant
颠	簡化	顛	先去|先平	Unihan kTraditionalVariant
颡	簡化	顙	唐上	Unihan kTraditionalVariant
颢	簡化	顥	豪上	Unihan kTraditionalVariant
颣	簡化	纇	灰去	Unihan kTraditionalVariant
颤	簡化	顫	仙去	Unihan kTraditionalVariant
颥	簡化	顬	虞平	Unihan kTraditionalVariant
颦	簡化	顰	眞平	Unihan kTraditionalVariant
颧	簡化	顴	仙平	Unihan kTraditionalVariant
颩	後起			no 廣韻 headword; in couyun 平水韻
颱	後起			no 廣韻 headword; in couyun 平水韻
颳	後起			no 廣韻 headword; in couyun 平水韻
颴	後起			no 廣韻 headword; in couyun 平水韻
颶	後起			no 廣韻 headword; in couyun 平水韻
颷	後起			no 廣韻 headword; in couyun 平水韻
颹	後起			no 廣韻 headword; in couyun 平水韻
飃	異體	飄	宵平	Unihan+couyun
飅	後起			no 廣韻 headword; in couyun 平水韻
飇	異體	猋	宵平	Unihan+couyun
飈	異體	飆	宵平	Unihan+couyun
飊	後起			no 廣韻 headword; in couyun 平水韻
风	簡化	風风		Unihan kTraditionalVariant
飏	簡化	颺	陽去|陽平	Unihan kTraditionalVariant
